location_id,country,event_type,indicator_name,available_years,first_year,first_year_value,final_year,final_year_value,absolute_change,linear_slope,direction,caveat
ir_mashhad,Iran,Rainfall,annual_event_count,5,2021,2.0,2025,2.0,0.0,0.5,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Rainfall,annual_event_count,4,2021,0.0,2025,2.0,2.0,0.5,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Rainfall,annual_event_count,5,2021,1.0,2025,5.0,4.0,0.5,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Rainfall,annual_event_count,5,2021,4.0,2025,6.0,2.0,0.4,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Temperature,annual_event_count,5,2021,30.0,2025,28.0,-2.0,0.4,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_srinagar,India,Drought,annual_event_count,5,2021,2.0,2025,3.0,1.0,0.4,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_kerman,Iran,Flood,annual_event_count,4,2021,2.0,2025,3.0,1.0,0.4,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_quetta,Pakistan,Flood,annual_event_count,4,2021,1.0,2025,3.0,2.0,0.4,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Storm,annual_event_count,5,2021,1.0,2025,3.0,2.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,5,2021,14.0,2025,17.0,3.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,5,2021,13.0,2025,16.0,3.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,5,2021,1.0,2025,2.0,1.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_amritsar,India,Storm,annual_event_count,5,2021,2.0,2025,5.0,3.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Rainfall,annual_event_count,5,2021,7.0,2025,7.0,0.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Heatwave,annual_event_count,5,2021,6.0,2025,6.0,0.0,0.3,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Heatwave,annual_event_count,5,2021,5.0,2025,5.0,0.0,0.2,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Flood,annual_event_count,5,2021,1.0,2025,3.0,2.0,0.2,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Heatwave,annual_event_count,5,2021,3.0,2025,6.0,3.0,0.2,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Rainfall,annual_event_count,5,2021,7.0,2025,5.0,-2.0,0.2,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_quetta,Pakistan,Drought,annual_event_count,4,2021,4.0,2025,6.0,2.0,0.2,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Heatwave,annual_event_count,5,2021,3.0,2025,4.0,1.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,5,2021,6.0,2025,7.0,1.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,5,2021,1.0,2025,2.0,1.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Flood,annual_event_count,5,2021,2.0,2025,1.0,-1.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_srinagar,India,Flood,annual_event_count,5,2021,2.0,2025,2.0,0.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_mashhad,Iran,Drought,annual_event_count,5,2021,2.0,2025,3.0,1.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_mashhad,Iran,Heatwave,annual_event_count,5,2021,4.0,2025,4.0,0.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Heatwave,annual_event_count,5,2021,4.0,2025,4.0,0.0,0.1,increasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Drought,annual_event_count,4,2021,2.0,2025,3.0,1.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,5,2021,1.0,2025,2.0,1.0,0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,5,2021,3.0,2025,3.0,0.0,0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,5,2021,1.0,2025,2.0,1.0,0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Flood,annual_event_count,5,2021,5.0,2025,4.0,-1.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Heatwave,annual_event_count,5,2021,2.0,2025,2.0,0.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_srinagar,India,Storm,annual_event_count,5,2021,2.0,2025,2.0,0.0,0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_mashhad,Iran,Temperature,annual_event_count,5,2021,33.0,2025,24.0,-9.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Flood,annual_event_count,5,2021,2.0,2025,1.0,-1.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Drought,annual_event_count,4,2021,3.0,2025,3.0,0.0,-0.0,flat,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Drought,annual_event_count,5,2021,2.0,2025,2.0,0.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_gilgit,Pakistan,Flood,annual_event_count,5,2021,1.0,2025,2.0,1.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_islamabad,Pakistan,Storm,annual_event_count,5,2021,2.0,2025,1.0,-1.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Heatwave,annual_event_count,5,2021,5.0,2025,6.0,1.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Storm,annual_event_count,5,2021,2.0,2025,2.0,0.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Flood,annual_event_count,4,2021,0.0,2025,2.0,2.0,-0.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,5,2021,4.0,2025,2.0,-2.0,-0.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Rainfall,annual_event_count,5,2021,2.0,2025,2.0,0.0,-0.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_karachi,Pakistan,Flood,annual_event_count,5,2021,2.0,2025,2.0,0.0,-0.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Flood,annual_event_count,4,2021,2.0,2025,0.0,-2.0,-0.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,5,2021,2.0,2025,1.0,-1.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_amritsar,India,Drought,annual_event_count,4,2021,4.0,2025,2.0,-2.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Drought,annual_event_count,5,2021,3.0,2025,2.0,-1.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_islamabad,Pakistan,Drought,annual_event_count,4,2021,3.0,2025,3.0,0.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_islamabad,Pakistan,Heatwave,annual_event_count,5,2021,4.0,2025,4.0,0.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Drought,annual_event_count,5,2021,4.0,2025,3.0,-1.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Flood,annual_event_count,5,2021,2.0,2025,1.0,-1.0,-0.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Flood,annual_event_count,5,2021,3.0,2025,1.0,-2.0,-0.4,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Temperature,annual_event_count,5,2021,23.0,2025,24.0,1.0,-0.4,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Drought,annual_event_count,5,2021,3.0,2025,2.0,-1.0,-0.4,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Drought,annual_event_count,5,2021,4.0,2025,2.0,-2.0,-0.4,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Storm,annual_event_count,4,2021,2.0,2025,0.0,-2.0,-0.4,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Drought,annual_event_count,5,2021,4.0,2025,1.0,-3.0,-0.5,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,4,2021,3.0,2025,2.0,-1.0,-0.5,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_amritsar,India,Heatwave,annual_event_count,5,2021,6.0,2025,3.0,-3.0,-0.5,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Drought,annual_event_count,4,2021,3.0,2025,0.0,-3.0,-0.6,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Temperature,annual_event_count,5,2021,21.0,2025,20.0,-1.0,-0.6,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Rainfall,annual_event_count,5,2021,2.0,2025,1.0,-1.0,-0.6,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Flood,annual_event_count,5,2021,4.0,2025,1.0,-3.0,-0.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Heatwave,annual_event_count,5,2021,5.0,2025,2.0,-3.0,-0.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Heatwave,annual_event_count,5,2021,5.0,2025,2.0,-3.0,-0.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_kerman,Iran,Drought,annual_event_count,5,2021,4.0,2025,2.0,-2.0,-0.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_karachi,Pakistan,Rainfall,annual_event_count,5,2021,3.0,2025,3.0,0.0,-0.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Storm,annual_event_count,4,2021,4.0,2025,0.0,-4.0,-0.8,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_karachi,Pakistan,Drought,annual_event_count,5,2021,6.0,2025,1.0,-5.0,-0.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_amritsar,India,Temperature,annual_event_count,5,2021,29.0,2025,23.0,-6.0,-1.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Temperature,annual_event_count,5,2021,34.0,2025,27.0,-7.0,-1.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_islamabad,Pakistan,Wind,annual_event_count,5,2021,10.0,2025,6.0,-4.0,-1.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Temperature,annual_event_count,5,2021,23.0,2025,21.0,-2.0,-1.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_peshawar,Pakistan,Wind,annual_event_count,5,2021,17.0,2025,12.0,-5.0,-1.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_amritsar,India,Wind,annual_event_count,5,2021,16.0,2025,11.0,-5.0,-1.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,5,2021,34.0,2025,21.0,-13.0,-1.5,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Wind,annual_event_count,5,2021,15.0,2025,6.0,-9.0,-1.7,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_islamabad,Pakistan,Temperature,annual_event_count,5,2021,30.0,2025,22.0,-8.0,-1.8,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,5,2021,17.0,2025,11.0,-6.0,-1.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_kerman,Iran,Wind,annual_event_count,5,2021,13.0,2025,1.0,-12.0,-1.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Temperature,annual_event_count,5,2021,39.0,2025,25.0,-14.0,-2.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_herat,Afghanistan,Wind,annual_event_count,5,2021,17.0,2025,10.0,-7.0,-2.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Temperature,annual_event_count,5,2021,36.0,2025,25.0,-11.0,-2.6,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Temperature,annual_event_count,5,2021,41.0,2025,23.0,-18.0,-2.8,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,5,2021,21.0,2025,11.0,-10.0,-2.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_lahore,Pakistan,Wind,annual_event_count,5,2021,14.0,2025,2.0,-12.0,-2.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Wind,annual_event_count,5,2021,18.0,2025,7.0,-11.0,-2.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_srinagar,India,Wind,annual_event_count,5,2021,23.0,2025,8.0,-15.0,-3.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Temperature,annual_event_count,5,2021,35.0,2025,19.0,-16.0,-3.9,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_jaipur,India,Wind,annual_event_count,5,2021,20.0,2025,2.0,-18.0,-4.1,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_mashhad,Iran,Wind,annual_event_count,5,2021,22.0,2025,2.0,-20.0,-4.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_karachi,Pakistan,Wind,annual_event_count,4,2021,16.0,2025,0.0,-16.0,-4.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Wind,annual_event_count,5,2021,23.0,2025,2.0,-21.0,-4.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Wind,annual_event_count,5,2021,21.0,2025,1.0,-20.0,-4.3,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Wind,annual_event_count,4,2021,20.0,2025,0.0,-20.0,-5.2,decreasing,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,3,2021,1.0,2025,4.0,3.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,3,2021,0.0,2025,1.0,1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,3,2021,1.0,2025,0.0,-1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,1,2021,0.0,2025,0.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Storm,annual_event_count,1,2021,0.0,2025,0.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Drought,annual_event_count,3,2021,1.0,2025,0.0,-1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_urumqi,China,Storm,annual_event_count,2,2021,1.0,2025,0.0,-1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_new_delhi,India,Storm,annual_event_count,3,2021,0.0,2025,0.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
in_srinagar,India,Heatwave,annual_event_count,3,2021,0.0,2025,5.0,5.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_mashhad,Iran,Storm,annual_event_count,3,2021,2.0,2025,0.0,-2.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
ir_zahedan,Iran,Storm,annual_event_count,1,2021,0.0,2025,0.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_gilgit,Pakistan,Drought,annual_event_count,3,2021,3.0,2025,3.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_gilgit,Pakistan,Heatwave,annual_event_count,3,2021,0.0,2025,8.0,8.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_gilgit,Pakistan,Storm,annual_event_count,3,2021,0.0,2025,3.0,3.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_karachi,Pakistan,Storm,annual_event_count,2,2021,2.0,2025,0.0,-2.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_multan,Pakistan,Storm,annual_event_count,3,2021,0.0,2025,0.0,0.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_quetta,Pakistan,Storm,annual_event_count,3,2021,0.0,2025,1.0,1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
pk_sukkur,Pakistan,Storm,annual_event_count,2,2021,0.0,2025,1.0,1.0,,insufficient_data,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
