location_id,country,event_type,indicator_name,year,annual_value,value_source,caveat
af_jalalabad,Afghanistan,Heatwave,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,2021,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,2022,11.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,2023,5.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,2024,10.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Rainfall,annual_event_count,2025,7.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,2022,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,2023,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,2024,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Storm,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Temperature,annual_event_count,2021,22.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Temperature,annual_event_count,2022,20.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Temperature,annual_event_count,2023,27.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Temperature,annual_event_count,2024,34.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Temperature,annual_event_count,2025,29.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,2021,14.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,2022,16.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,2023,21.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,2024,13.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_jalalabad,Afghanistan,Wind,annual_event_count,2025,17.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,2024,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Drought,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Flood,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Flood,annual_event_count,2022,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Flood,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Flood,annual_event_count,2024,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Flood,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Heatwave,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Heatwave,annual_event_count,2022,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Heatwave,annual_event_count,2023,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Heatwave,annual_event_count,2024,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Heatwave,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,2021,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,2022,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,2023,7.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,2024,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Rainfall,annual_event_count,2025,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,2021,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,2022,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,2024,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Storm,annual_event_count,2025,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Temperature,annual_event_count,2021,20.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Temperature,annual_event_count,2022,27.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Temperature,annual_event_count,2023,28.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Temperature,annual_event_count,2024,30.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Temperature,annual_event_count,2025,29.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,2021,17.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,2022,20.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,2023,11.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,2024,13.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kabul,Afghanistan,Wind,annual_event_count,2025,11.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,2021,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,2024,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Drought,annual_event_count,2025,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,2022,5.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,2023,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,2024,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Flood,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Heatwave,annual_event_count,2021,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Heatwave,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Heatwave,annual_event_count,2023,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Heatwave,annual_event_count,2024,6.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Heatwave,annual_event_count,2025,7.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Rainfall,annual_event_count,2021,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Rainfall,annual_event_count,2022,5.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Rainfall,annual_event_count,2023,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Rainfall,annual_event_count,2024,9.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Rainfall,annual_event_count,2025,5.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,2024,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Storm,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,2021,34.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,2022,22.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,2023,23.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,2024,33.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Temperature,annual_event_count,2025,21.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,2021,13.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,2022,20.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,2023,18.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,2024,17.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
af_kandahar,Afghanistan,Wind,annual_event_count,2025,16.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Drought,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Drought,annual_event_count,2022,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Drought,annual_event_count,2023,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Drought,annual_event_count,2024,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Drought,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,2021,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,2022,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,2023,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,2024,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Flood,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,2022,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,2023,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,2024,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Heatwave,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,2021,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,2022,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,2023,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,2024,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Rainfall,annual_event_count,2025,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,2021,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,2022,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,2023,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,2024,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Storm,annual_event_count,2025,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Temperature,annual_event_count,2021,30.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Temperature,annual_event_count,2022,24.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Temperature,annual_event_count,2023,26.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Temperature,annual_event_count,2024,37.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Temperature,annual_event_count,2025,27.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,2021,21.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,2022,23.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,2023,22.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,2024,14.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_hotan,China,Wind,annual_event_count,2025,11.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,2021,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,2023,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,2024,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Drought,annual_event_count,2025,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Flood,annual_event_count,2021,2.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Flood,annual_event_count,2022,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Flood,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Flood,annual_event_count,2024,5.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Flood,annual_event_count,2025,4.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Heatwave,annual_event_count,2021,0.0,filled_missing_year_as_zero,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Heatwave,annual_event_count,2022,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Heatwave,annual_event_count,2023,1.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
cn_kashgar,China,Heatwave,annual_event_count,2024,3.0,Climate Indicator node,Observed pattern within the 2021-2025 dataset only; this is not long-term climate attribution.
